episode_id,timestamp,day_of_week,month,latitude,longitude,area_type,weather,rainfall_mm,temperature,festival_active,construction_active,peak_hour,event_type,severity,primary_cause,secondary_cause,tertiary_cause,citizens_affected,avg_delay_minutes,response_time_minutes,intervention,personnel_deployed,resolution_time,outcome_score,retrieval_count,importance_score,confidence_score
EP_2344,2024-03-23 08:00:00,Saturday,3,19.091199532468373,72.88326519771203,Commercial,Cloudy,17,29,False,False,True,Traffic Congestion,Medium,,,,3857,36,87,No Action,20,227,0.48,0,0.66,0.43
EP_2345,2025-08-19 22:00:00,Tuesday,8,19.02549662530881,72.82551967127961,Commercial,Light Rain,17,30,False,False,False,Crowd Overflow,High,,,,1111,49,64,Public Alert,40,277,0.83,0,0.63,0.84
EP_2346,2025-01-21 17:00:00,Tuesday,1,19.06977938770884,72.83579841773066,Market Area,Clear,13,37,False,False,True,Traffic Congestion,Medium,,,,609,7,30,Public Alert,26,292,0.96,0,0.97,0.76
EP_2347,2025-09-02 14:00:00,Tuesday,9,19.120099715043825,72.82508999176805,Transit Hub,Cloudy,7,21,True,False,False,Crowd Overflow,Low,Festival Crowd,,,2138,23,63,Traffic Diversion,24,211,0.59,0,0.92,0.58
EP_2348,2025-06-18 00:00:00,Wednesday,6,19.029707428120606,72.83182110726605,Residential,Cloudy,6,38,False,False,False,Accident,Low,High Traffic Volume,,,957,59,80,Additional Personnel,33,57,0.54,0,0.72,0.73
EP_2349,2025-11-21 08:00:00,Friday,11,19.191617174140468,72.81413042585847,School Zone,Cloudy,19,34,False,False,True,Traffic Congestion,Low,,,,544,11,75,No Action,36,45,0.62,0,0.45,0.56
EP_2350,2024-07-01 02:00:00,Monday,7,19.07741871535816,72.8471972708688,Transit Hub,Heavy Rain,141,25,False,True,False,Traffic Congestion,Low,Heavy Rain,Road Construction,,1500,7,22,Road Closure,17,144,0.96,0,0.67,0.73
EP_2351,2025-04-19 17:00:00,Saturday,4,19.068092512272347,72.8584257304744,Hospital Zone,Clear,10,28,False,False,True,Traffic Congestion,Low,,,,3954,115,54,Additional Personnel,18,227,0.58,0,0.91,0.89
EP_2352,2024-12-13 03:00:00,Friday,12,19.065599498383943,72.98679864395815,Industrial,Heavy Rain,73,20,False,False,False,Flooding,Low,Heavy Rain,,,2630,80,50,Public Alert,16,160,0.94,0,0.89,0.74
EP_2353,2025-02-02 22:00:00,Sunday,2,19.189524602478773,72.91644862254805,School Zone,Cloudy,11,24,False,True,False,Traffic Congestion,Low,Road Construction,,,1884,35,65,Emergency Crew Dispatch,49,126,0.61,0,0.83,0.79
EP_2354,2024-08-05 22:00:00,Monday,8,19.085387729640882,72.81879795387006,Transit Hub,Clear,11,28,False,False,False,Crowd Overflow,Medium,,,,2186,40,53,Water Pump Deployment,6,271,0.67,0,0.76,0.82
EP_2355,2025-05-24 08:00:00,Saturday,5,18.98871713448863,72.99226028499612,Transit Hub,Cloudy,11,29,False,False,True,Traffic Congestion,Low,,,,4123,33,36,Public Alert,2,84,0.9,0,0.88,0.52
EP_2356,2025-03-06 11:00:00,Thursday,3,18.97804054266135,72.86555526216515,Transit Hub,Clear,2,34,False,False,False,Crowd Overflow,Low,,,,2985,107,52,Water Pump Deployment,29,141,0.97,0,0.51,0.76
EP_2357,2025-04-26 13:00:00,Saturday,4,19.120184875550937,72.76910032328003,Transit Hub,Cloudy,8,27,False,False,False,Water Leakage,Low,,,,2370,104,45,Emergency Crew Dispatch,36,160,0.97,0,0.69,0.81
EP_2358,2024-03-29 03:00:00,Friday,3,18.97453672710694,72.83201665057062,Transit Hub,Light Rain,17,37,False,False,False,Crowd Overflow,Medium,,,,3983,37,40,Additional Personnel,22,153,0.75,0,0.51,0.95
EP_2359,2025-10-28 16:00:00,Tuesday,10,19.011524476272896,72.83346838002258,School Zone,Light Rain,11,24,False,True,False,Traffic Congestion,High,Road Construction,,,1152,52,74,Water Pump Deployment,34,213,0.93,0,0.33,0.58
EP_2360,2025-08-08 06:00:00,Friday,8,19.101251551136365,72.76133547682183,Industrial,Clear,7,29,True,True,False,Traffic Congestion,Medium,Road Construction,Festival Crowd,,3198,38,63,Road Closure,11,244,0.96,0,0.64,0.61
EP_2361,2025-10-22 20:00:00,Wednesday,10,19.12590415900406,72.85911949568016,Hospital Zone,Clear,11,38,False,False,True,Traffic Congestion,High,,,,4905,69,15,Water Pump Deployment,22,105,0.8,0,0.53,0.85
EP_2362,2024-02-24 09:00:00,Saturday,2,19.00416779785099,72.80754969607929,Commercial,Light Rain,11,25,True,False,True,Traffic Congestion,High,Festival Crowd,,,4449,56,5,Emergency Crew Dispatch,20,188,0.93,0,0.78,0.53
EP_2363,2025-05-06 08:00:00,Tuesday,5,19.164675628164158,72.83784498743421,Market Area,Cloudy,13,37,False,False,True,Traffic Congestion,Medium,,,,2076,25,82,Water Pump Deployment,15,22,0.83,0,0.83,0.5
EP_2364,2024-11-14 10:00:00,Thursday,11,19.16008321577786,72.8235132435753,School Zone,Clear,19,38,False,False,True,Traffic Congestion,Low,,,,1555,56,7,Road Closure,23,150,0.92,0,0.86,0.69
EP_2365,2025-08-15 14:00:00,Friday,8,18.969198998972658,72.77606930804282,Hospital Zone,Clear,14,31,False,False,False,EMS Delay,Medium,,,,353,25,75,Additional Personnel,23,210,0.79,0,0.57,0.85
EP_2366,2024-07-09 05:00:00,Tuesday,7,19.010013176701662,72.89913931101086,Market Area,Light Rain,0,35,False,False,False,Crowd Overflow,Medium,,,,686,107,49,Road Closure,45,22,0.99,0,0.67,0.59
EP_2367,2024-11-28 03:00:00,Thursday,11,19.13624815470921,72.88895615632495,Hospital Zone,Clear,12,20,False,False,False,Traffic Congestion,Medium,,,,1408,87,50,Road Closure,4,171,0.6,0,0.98,0.69
EP_2368,2024-04-26 21:00:00,Friday,4,19.129599369872732,72.78988815847468,Commercial,Clear,7,27,False,False,False,Traffic Congestion,High,,,,4952,119,14,Road Closure,23,176,0.9,0,0.65,0.94
EP_2369,2025-03-25 00:00:00,Tuesday,3,19.150279170621893,72.79930686391705,School Zone,Clear,20,26,False,True,False,Traffic Congestion,Low,Road Construction,,,3434,96,49,Emergency Crew Dispatch,48,21,0.63,0,0.42,0.56
EP_2370,2024-10-22 19:00:00,Tuesday,10,19.029621560124134,72.8690292909294,Industrial,Clear,12,24,False,False,True,Traffic Congestion,High,,,,2351,49,68,No Action,45,300,0.58,0,0.95,0.91
EP_2371,2024-05-03 00:00:00,Friday,5,19.00015683956231,72.78014395430688,Market Area,Clear,3,28,False,False,False,EMS Delay,Medium,,,,3320,12,5,Traffic Diversion,42,101,0.74,0,0.38,0.75
EP_2372,2025-04-01 00:00:00,Tuesday,4,19.089726604914265,72.9680027346326,Hospital Zone,Cloudy,2,37,False,False,False,Water Leakage,Medium,,,,4984,115,82,Traffic Diversion,20,36,0.77,0,0.68,0.71
EP_2373,2025-12-23 00:00:00,Tuesday,12,19.194758502273533,72.80962461248772,Hospital Zone,Clear,5,24,True,True,False,Traffic Congestion,Low,Road Construction,Festival Crowd,,894,59,14,Traffic Diversion,38,128,0.54,0,0.62,0.43
EP_2374,2024-01-23 22:00:00,Tuesday,1,19.184556339827914,72.90906589652029,Hospital Zone,Light Rain,8,36,False,False,False,Power Outage,Medium,,,,1739,91,89,Emergency Crew Dispatch,46,88,0.47,0,0.56,0.69
EP_2375,2024-10-30 09:00:00,Wednesday,10,19.109405375696007,72.77657288940276,Hospital Zone,Cloudy,17,28,False,False,True,Traffic Congestion,Medium,,,,1179,32,16,Road Closure,29,257,0.46,0,0.82,0.79
EP_2376,2025-08-16 05:00:00,Saturday,8,19.104867660492676,72.86436812704827,School Zone,Cloudy,10,21,False,False,False,Power Outage,Medium,,,,2831,59,49,Emergency Crew Dispatch,46,271,0.73,0,0.95,1.0
EP_2377,2024-06-16 10:00:00,Sunday,6,19.181632566021573,72.8075631625769,Industrial,Light Rain,20,32,False,False,True,Traffic Congestion,Low,,,,2066,8,90,No Action,26,116,0.74,0,0.4,0.73
EP_2378,2024-03-11 15:00:00,Monday,3,19.089620811385373,72.99702779996178,Commercial,Clear,15,29,False,False,False,Power Outage,Low,,,,1855,69,65,Road Closure,41,71,1.0,0,0.86,0.4
EP_2379,2025-12-24 07:00:00,Wednesday,12,19.13238095515253,72.89330724326986,Market Area,Cloudy,9,30,False,False,False,Power Outage,Low,,,,435,36,85,Traffic Diversion,45,191,0.68,0,0.72,0.83
EP_2380,2024-03-21 13:00:00,Thursday,3,19.090120110118534,72.84218494766678,Industrial,Clear,18,38,False,True,False,Traffic Congestion,High,Road Construction,,,824,20,45,Public Alert,49,217,0.83,0,0.95,0.5
EP_2381,2025-08-01 01:00:00,Friday,8,19.10361466488366,72.76747250186085,Industrial,Light Rain,14,28,False,False,False,Road Damage,Low,,,,1685,95,26,Emergency Crew Dispatch,22,98,0.72,0,0.6,0.88
EP_2382,2024-02-08 22:00:00,Thursday,2,18.99332149760936,72.91700027103211,Commercial,Clear,12,25,False,False,False,EMS Delay,Medium,,,,3614,68,8,Additional Personnel,12,23,0.79,0,0.4,0.59
EP_2383,2025-12-29 09:00:00,Monday,12,19.108995079502698,72.83626828513036,School Zone,Light Rain,2,37,True,True,True,Traffic Congestion,Low,Road Construction,Festival Crowd,,2369,53,20,Traffic Diversion,21,15,0.51,0,0.36,0.97
EP_2384,2024-02-22 04:00:00,Thursday,2,18.964390252995138,72.92496565744034,Residential,Clear,11,20,False,False,False,Crowd Overflow,Low,,,,3581,72,72,Public Alert,9,266,0.53,0,0.58,0.55
EP_2385,2025-08-20 15:00:00,Wednesday,8,19.159477929284183,72.95214606652782,Transit Hub,Light Rain,2,28,False,False,False,Water Leakage,High,,,,4029,104,49,Emergency Crew Dispatch,7,263,0.5,0,0.61,0.54
EP_2386,2025-06-01 23:00:00,Sunday,6,19.081375060904243,72.77395290314982,Market Area,Heavy Rain,139,25,False,False,False,Flooding,Medium,Heavy Rain,,,1763,60,57,Additional Personnel,49,58,0.71,0,0.65,0.53
EP_2387,2025-02-14 14:00:00,Friday,2,19.13562877269483,72.85980930797544,Transit Hub,Clear,2,27,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,2318,66,13,No Action,15,290,0.99,0,0.38,0.73
EP_2388,2024-10-23 13:00:00,Wednesday,10,19.003239097795728,72.8619413715396,Transit Hub,Cloudy,4,23,True,False,False,Crowd Overflow,Low,Festival Crowd,,,4786,13,45,Road Closure,21,250,0.58,0,0.92,0.98
EP_2389,2024-08-06 10:00:00,Tuesday,8,19.027899240945743,72.82244490866913,Hospital Zone,Clear,9,25,False,False,True,Traffic Congestion,High,,,,1294,105,19,Public Alert,8,62,0.46,0,0.55,0.53
EP_2390,2025-12-26 19:00:00,Friday,12,19.026124771222868,72.7606325197249,School Zone,Cloudy,9,21,False,False,True,Traffic Congestion,High,,,,3090,103,76,Emergency Crew Dispatch,44,63,0.53,0,0.72,0.93
EP_2391,2025-06-17 01:00:00,Tuesday,6,19.14152663087273,72.95032471374043,Residential,Clear,1,35,False,False,False,Flooding,Low,,,,4562,16,79,Road Closure,20,27,0.99,0,0.43,0.53
EP_2392,2024-02-09 20:00:00,Friday,2,19.068780188404144,72.761866834404,School Zone,Clear,10,23,False,False,True,Traffic Congestion,High,,,,2512,106,22,Traffic Diversion,31,191,0.63,0,0.45,0.86
EP_2393,2024-11-22 05:00:00,Friday,11,19.074195794315997,72.9711627875215,Residential,Cloudy,5,22,False,False,False,Accident,Low,High Traffic Volume,,,1063,66,36,Additional Personnel,50,126,0.89,0,0.6,0.54
EP_2394,2024-07-31 17:00:00,Wednesday,7,18.990540342122866,72.94515424101989,Transit Hub,Heavy Rain,87,37,False,False,True,Traffic Congestion,Low,Heavy Rain,,,2814,89,75,Road Closure,12,280,0.82,0,0.69,0.64
EP_2395,2024-09-16 11:00:00,Monday,9,19.097709117645632,72.84671176430585,Transit Hub,Cloudy,16,37,False,True,False,Traffic Congestion,Medium,Road Construction,,,1884,44,58,Road Closure,33,276,0.51,0,0.75,0.61
EP_2396,2024-05-31 04:00:00,Friday,5,18.991336202817966,72.86997681531183,Residential,Clear,12,32,False,True,False,Traffic Congestion,Medium,Road Construction,,,1571,105,13,Emergency Crew Dispatch,31,118,0.87,0,0.33,0.62
EP_2397,2025-07-19 00:00:00,Saturday,7,18.997772559892486,72.84900157252852,Industrial,Heavy Rain,118,25,False,True,False,Traffic Congestion,Medium,Heavy Rain,Road Construction,,1419,77,84,Emergency Crew Dispatch,14,171,0.51,0,0.49,0.66
EP_2398,2025-10-24 21:00:00,Friday,10,18.98107250517357,72.97778774632232,Industrial,Clear,12,35,False,False,False,Road Damage,Medium,,,,4889,7,42,Road Closure,49,163,0.5,0,0.81,0.87
EP_2399,2025-10-26 14:00:00,Sunday,10,18.989698188702576,72.91918583228065,Industrial,Clear,19,29,False,False,False,Road Damage,High,,,,4728,30,71,Water Pump Deployment,27,199,0.97,0,0.4,0.46
EP_2400,2024-05-13 02:00:00,Monday,5,19.15426446828524,72.80924332930658,School Zone,Cloudy,11,29,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,2086,74,9,Water Pump Deployment,41,192,0.62,0,0.3,0.45
EP_2401,2024-09-02 18:00:00,Monday,9,19.15203657571959,72.8582359047004,Residential,Clear,7,27,False,False,True,Traffic Congestion,Medium,,,,544,81,8,Emergency Crew Dispatch,8,63,0.47,0,0.79,0.51
EP_2402,2025-10-19 10:00:00,Sunday,10,19.060533438608697,72.7584819427393,School Zone,Cloudy,3,29,False,False,True,Traffic Congestion,Medium,,,,2115,88,30,Emergency Crew Dispatch,7,136,0.85,0,0.34,0.93
EP_2403,2024-04-28 13:00:00,Sunday,4,19.075231870721826,72.98922183321407,Residential,Clear,13,23,False,False,False,Accident,Low,High Traffic Volume,,,3233,75,63,Public Alert,8,296,0.51,0,0.31,0.9
EP_2404,2025-02-22 03:00:00,Saturday,2,19.025185505500794,72.88069726046275,Industrial,Heavy Rain,140,26,False,True,False,Traffic Congestion,Low,Heavy Rain,Road Construction,,3876,120,52,Traffic Diversion,35,171,0.99,0,0.74,0.58
EP_2405,2025-11-26 19:00:00,Wednesday,11,18.98993391475888,72.98736864697987,Commercial,Clear,20,36,True,False,True,Traffic Congestion,High,Festival Crowd,,,2252,111,31,Additional Personnel,43,33,0.55,0,0.42,0.78
EP_2406,2024-02-14 05:00:00,Wednesday,2,19.07233243567253,72.84669900769475,Hospital Zone,Clear,15,34,False,False,False,Road Damage,Low,,,,1847,12,75,Additional Personnel,20,271,0.43,0,0.51,0.45
EP_2407,2024-08-27 05:00:00,Tuesday,8,18.992620165300274,72.97310834782373,Market Area,Clear,4,36,False,False,False,Accident,Medium,High Traffic Volume,,,839,51,78,Traffic Diversion,41,231,0.5,0,0.48,0.41
EP_2408,2025-07-22 17:00:00,Tuesday,7,19.19279147651888,72.91099627684652,Transit Hub,Heavy Rain,137,23,False,False,True,Traffic Congestion,Medium,Heavy Rain,,,1332,116,68,Emergency Crew Dispatch,10,101,0.88,0,0.5,0.87
EP_2409,2025-05-02 18:00:00,Friday,5,19.03808073999334,72.82645960098513,School Zone,Clear,3,21,False,True,True,Traffic Congestion,Low,Road Construction,,,4033,103,48,No Action,8,253,0.59,0,0.39,0.81
EP_2410,2025-10-13 04:00:00,Monday,10,19.054184555568124,72.94340011757544,Transit Hub,Cloudy,11,32,False,True,False,Traffic Congestion,Medium,Road Construction,,,4832,60,34,Traffic Diversion,33,283,0.7,0,0.78,0.64
EP_2411,2025-03-13 04:00:00,Thursday,3,19.01581961272613,72.87844620406645,Industrial,Clear,0,23,False,True,False,Traffic Congestion,Medium,Road Construction,,,2095,49,82,Road Closure,31,276,0.99,0,0.49,0.68
EP_2412,2024-03-17 14:00:00,Sunday,3,19.056353153236536,72.87384894171429,Residential,Heavy Rain,147,21,False,False,False,Flooding,High,Heavy Rain,,,884,34,14,Road Closure,39,236,0.95,0,0.78,0.97
EP_2413,2024-06-29 20:00:00,Saturday,6,19.020810357922812,72.81356661071725,Hospital Zone,Light Rain,5,35,False,False,True,Traffic Congestion,Low,,,,4022,55,43,No Action,39,103,0.72,0,0.69,0.77
EP_2414,2024-08-17 23:00:00,Saturday,8,19.180878210048082,72.94444541667099,Residential,Cloudy,10,36,True,False,False,Crowd Overflow,Low,Festival Crowd,,,2872,116,36,Emergency Crew Dispatch,27,86,0.62,0,0.99,0.91
EP_2415,2025-03-06 04:00:00,Thursday,3,19.00228551384873,72.82863688026794,School Zone,Light Rain,13,27,False,True,False,Traffic Congestion,Low,Road Construction,,,1757,74,32,Traffic Diversion,7,267,0.51,0,0.94,0.82
EP_2416,2025-03-24 15:00:00,Monday,3,19.007850742380707,72.97267316051494,Commercial,Clear,15,35,False,False,False,Power Outage,Low,,,,4883,62,29,Water Pump Deployment,35,182,0.64,0,0.7,0.57
EP_2417,2025-11-25 04:00:00,Tuesday,11,19.040140861417086,72.98885317028378,Market Area,Clear,18,26,False,False,False,Flooding,Low,,,,447,17,29,Emergency Crew Dispatch,32,148,0.9,0,0.42,0.76
EP_2418,2025-11-25 13:00:00,Tuesday,11,19.148980253002623,72.7637607917118,Market Area,Cloudy,10,35,False,True,False,Traffic Congestion,Low,Road Construction,,,4963,111,64,Emergency Crew Dispatch,10,158,0.54,0,0.43,0.91
EP_2419,2024-09-30 05:00:00,Monday,9,19.039341510224215,72.83695861111298,Commercial,Clear,6,27,False,True,False,Traffic Congestion,Low,Road Construction,,,1474,114,16,No Action,36,73,0.99,0,0.41,0.95
EP_2420,2024-03-06 08:00:00,Wednesday,3,19.022953984199855,72.85402325016847,Hospital Zone,Cloudy,5,31,False,True,True,Traffic Congestion,High,Road Construction,,,3714,111,20,Traffic Diversion,29,284,0.41,0,0.78,0.9
EP_2421,2024-06-04 05:00:00,Tuesday,6,19.189590539560417,72.85661076163144,Market Area,Clear,7,32,True,False,False,Crowd Overflow,Low,Festival Crowd,,,826,17,76,Road Closure,50,31,0.57,0,0.47,0.46
EP_2422,2024-03-13 21:00:00,Wednesday,3,19.190492132492334,72.81081427795289,Market Area,Clear,1,21,False,True,False,Traffic Congestion,Medium,Road Construction,,,4452,18,27,Public Alert,41,54,0.97,0,0.7,0.46
EP_2423,2024-04-05 19:00:00,Friday,4,19.15393731029637,72.9171540851821,Commercial,Cloudy,1,33,False,False,True,Traffic Congestion,Low,,,,3927,39,66,Public Alert,29,149,1.0,0,0.48,0.73
EP_2424,2024-07-12 00:00:00,Friday,7,18.971416845603045,72.94717848157471,Market Area,Clear,4,25,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,3483,19,57,Additional Personnel,14,208,0.87,0,0.6,0.71
EP_2425,2025-04-30 05:00:00,Wednesday,4,19.096776848642428,72.95786780484784,Commercial,Heavy Rain,77,33,False,False,False,Flooding,Medium,Heavy Rain,,,1963,28,88,Public Alert,46,220,0.84,0,0.66,0.57
EP_2426,2024-10-19 07:00:00,Saturday,10,19.08540031163696,72.87888746770552,Commercial,Clear,4,30,False,False,False,Road Damage,High,,,,2755,33,70,Public Alert,15,267,0.46,0,0.31,0.56
EP_2427,2024-10-26 10:00:00,Saturday,10,19.08599216228853,72.76527855356694,Transit Hub,Heavy Rain,105,30,False,False,True,Traffic Congestion,High,Heavy Rain,,,2457,59,72,Road Closure,43,215,0.84,0,0.83,0.73
EP_2428,2024-05-28 07:00:00,Tuesday,5,19.18407546577509,72.93713168933301,School Zone,Light Rain,17,32,False,False,False,Crowd Overflow,Low,,,,4047,79,23,Additional Personnel,32,272,0.72,0,0.85,0.52
EP_2429,2025-02-07 10:00:00,Friday,2,19.152809571019215,72.90886599654483,Transit Hub,Heavy Rain,79,35,True,True,True,Traffic Congestion,Low,Heavy Rain,Road Construction,Festival Crowd,2136,5,58,Additional Personnel,4,22,0.99,0,0.63,0.81
EP_2430,2024-05-06 07:00:00,Monday,5,19.075747112717213,72.91477408489234,Transit Hub,Light Rain,10,27,False,False,False,Power Outage,Medium,,,,4145,83,80,Additional Personnel,28,178,0.44,0,0.89,0.63
EP_2431,2024-01-11 17:00:00,Thursday,1,19.05265656942843,72.87823309248833,Hospital Zone,Light Rain,9,32,True,True,True,Traffic Congestion,Medium,Road Construction,Festival Crowd,,760,59,7,Emergency Crew Dispatch,41,275,0.93,0,0.98,0.41
EP_2432,2025-06-29 22:00:00,Sunday,6,19.12041924064899,72.91291431624921,Market Area,Clear,12,35,False,False,False,Road Damage,Low,,,,2236,75,85,Traffic Diversion,25,185,0.62,0,0.76,1.0
EP_2433,2024-06-13 22:00:00,Thursday,6,19.13358719689524,72.90198739073517,Residential,Heavy Rain,134,20,False,False,False,Flooding,Medium,Heavy Rain,,,1316,14,15,Emergency Crew Dispatch,23,267,0.58,0,0.71,0.61
EP_2434,2024-07-21 21:00:00,Sunday,7,18.960363504290523,72.86916781878931,Residential,Clear,19,26,False,False,False,Water Leakage,Low,,,,4797,116,75,Emergency Crew Dispatch,16,196,0.56,0,0.53,0.92
EP_2435,2024-06-13 13:00:00,Thursday,6,19.01977741778912,72.7710060855489,Commercial,Cloudy,4,25,False,False,False,Flooding,Medium,,,,1419,81,6,No Action,5,153,0.75,0,0.79,0.63
EP_2436,2025-05-05 17:00:00,Monday,5,18.960750551992703,72.82370946139447,Hospital Zone,Heavy Rain,145,38,False,False,True,Traffic Congestion,Low,Heavy Rain,,,570,119,30,No Action,22,239,0.97,0,0.49,0.46
EP_2437,2025-12-11 22:00:00,Thursday,12,19.043446526195826,72.77600983280173,Residential,Light Rain,1,38,False,False,False,Flooding,Low,,,,3531,11,84,No Action,20,177,0.61,0,0.88,0.83
EP_2438,2024-03-27 06:00:00,Wednesday,3,19.06318571921111,72.8742581734108,Industrial,Heavy Rain,78,25,False,False,False,Flooding,Low,Heavy Rain,,,2388,11,7,Emergency Crew Dispatch,23,35,0.6,0,0.46,0.75
EP_2439,2025-02-06 00:00:00,Thursday,2,18.995901916161564,72.91554952291328,Hospital Zone,Clear,17,20,False,True,False,Traffic Congestion,High,Road Construction,,,444,105,25,Water Pump Deployment,29,225,0.59,0,0.71,0.44
EP_2440,2025-07-25 14:00:00,Friday,7,19.18142750189756,72.94050105365507,Hospital Zone,Clear,2,21,False,True,False,Traffic Congestion,Medium,Road Construction,,,447,113,18,Traffic Diversion,39,292,0.94,0,0.79,0.47
EP_2441,2025-06-26 10:00:00,Thursday,6,19.00830091366493,72.90211793750942,Market Area,Clear,20,24,False,False,True,Traffic Congestion,Medium,,,,2777,21,84,Road Closure,21,96,0.41,0,0.71,0.57
EP_2442,2024-08-25 10:00:00,Sunday,8,19.18445602666574,72.96839417538192,Industrial,Heavy Rain,148,34,False,False,True,Traffic Congestion,Medium,Heavy Rain,,,3404,41,56,Public Alert,13,107,0.53,0,0.44,0.83
EP_2443,2025-04-23 01:00:00,Wednesday,4,19.144473997510527,72.9829825139391,Commercial,Clear,3,20,False,False,False,Road Damage,Low,,,,3610,80,14,Road Closure,31,140,0.97,0,0.63,0.49
EP_2444,2025-03-26 02:00:00,Wednesday,3,19.15176844643476,72.86172911209627,Transit Hub,Clear,15,34,True,False,False,Crowd Overflow,High,Festival Crowd,,,962,102,41,Water Pump Deployment,3,137,0.43,0,0.6,0.61
EP_2445,2024-09-15 11:00:00,Sunday,9,19.070411997197635,72.82829335670465,School Zone,Cloudy,15,33,False,False,False,Flooding,Medium,,,,3034,84,33,Additional Personnel,19,38,0.59,0,0.9,0.99
EP_2446,2024-02-14 14:00:00,Wednesday,2,19.067375346710033,72.96153006371708,School Zone,Clear,15,32,False,False,False,Fire Incident,Medium,,,,4254,80,35,Additional Personnel,26,184,0.44,0,0.53,0.8
EP_2447,2025-08-28 11:00:00,Thursday,8,19.172784699600285,72.94342892821902,Commercial,Clear,1,29,False,False,False,Water Leakage,Low,,,,2935,49,71,No Action,39,283,0.67,0,0.33,0.76
EP_2448,2025-04-17 09:00:00,Thursday,4,18.978613740466745,72.88635440009175,Industrial,Heavy Rain,100,25,False,False,True,Traffic Congestion,Medium,Heavy Rain,,,1029,85,75,Emergency Crew Dispatch,45,56,0.83,0,0.54,0.65
EP_2449,2025-09-04 14:00:00,Thursday,9,19.10358777454623,72.84090970028255,Industrial,Clear,7,34,False,True,False,Traffic Congestion,Low,Road Construction,,,2805,104,38,Road Closure,39,48,0.58,0,0.42,0.73
EP_2450,2025-11-28 00:00:00,Friday,11,19.104461703555668,72.84585811634518,Hospital Zone,Heavy Rain,91,34,False,False,False,Flooding,Low,Heavy Rain,,,4233,81,10,Additional Personnel,34,261,0.83,0,0.84,0.83
EP_2451,2025-06-24 22:00:00,Tuesday,6,19.110629585452912,72.82287564979036,Market Area,Cloudy,1,32,False,False,False,EMS Delay,Low,,,,2749,80,57,No Action,49,105,0.97,0,0.67,0.65
EP_2452,2025-12-12 15:00:00,Friday,12,19.10378011282449,72.81932005486465,Commercial,Cloudy,10,22,False,False,False,Accident,Medium,High Traffic Volume,,,2236,5,5,Emergency Crew Dispatch,46,205,0.51,0,0.68,0.42
EP_2453,2025-10-11 16:00:00,Saturday,10,19.070723569439334,72.93574138338973,School Zone,Clear,13,32,False,False,False,Water Leakage,Medium,,,,3487,41,70,Road Closure,43,30,0.98,0,0.41,0.47
EP_2454,2025-05-24 09:00:00,Saturday,5,18.95633403232497,72.84949148776016,Hospital Zone,Light Rain,9,22,False,True,True,Traffic Congestion,Medium,Road Construction,,,3758,119,70,Traffic Diversion,9,244,0.86,0,0.52,0.88
EP_2455,2024-12-19 06:00:00,Thursday,12,18.984008864743338,72.94758321815603,Transit Hub,Cloudy,16,24,False,False,False,EMS Delay,Low,,,,4411,76,70,Emergency Crew Dispatch,17,222,0.64,0,0.55,0.73
EP_2456,2024-03-18 23:00:00,Monday,3,19.1519184109809,72.77971344714861,Market Area,Cloudy,9,33,False,True,False,Traffic Congestion,Low,Road Construction,,,3682,115,61,Road Closure,7,276,0.41,0,0.65,0.63
EP_2457,2024-10-11 05:00:00,Friday,10,19.17653278916243,72.81069030515856,School Zone,Cloudy,0,38,False,False,False,Water Leakage,High,,,,3751,8,81,Road Closure,17,197,0.41,0,0.64,0.67
EP_2458,2024-08-07 03:00:00,Wednesday,8,19.138159058073075,72.80910070350646,Hospital Zone,Cloudy,11,28,True,False,False,Crowd Overflow,High,Festival Crowd,,,1728,98,13,Additional Personnel,16,239,0.91,0,0.94,0.76
EP_2459,2024-04-06 04:00:00,Saturday,4,19.0921394870824,72.8065847829568,Commercial,Cloudy,7,24,False,True,False,Traffic Congestion,Medium,Road Construction,,,4961,42,82,Water Pump Deployment,39,181,0.7,0,0.79,0.62
EP_2460,2024-03-13 05:00:00,Wednesday,3,19.10143944633313,72.81953560913963,Residential,Clear,0,36,False,True,False,Traffic Congestion,Low,Road Construction,,,991,40,39,Traffic Diversion,27,211,0.73,0,0.84,0.88
EP_2461,2024-02-29 19:00:00,Thursday,2,19.01266367565622,72.94279589457096,Residential,Clear,11,32,False,False,True,Traffic Congestion,Low,,,,374,62,87,No Action,44,264,0.44,0,0.47,0.63
EP_2462,2024-03-21 16:00:00,Thursday,3,19.11789802821059,72.97502450494581,Transit Hub,Light Rain,7,37,False,False,False,Accident,Medium,High Traffic Volume,,,202,42,9,Water Pump Deployment,34,24,0.55,0,0.48,0.56
EP_2463,2025-03-06 05:00:00,Thursday,3,18.98656365004861,72.98752212310983,Hospital Zone,Cloudy,8,29,False,False,False,Accident,Medium,High Traffic Volume,,,2571,22,8,Traffic Diversion,39,172,0.72,0,0.41,0.82
EP_2464,2025-08-05 03:00:00,Tuesday,8,19.064216336700916,72.78331022391176,Hospital Zone,Clear,6,32,False,False,False,Water Leakage,High,,,,2913,14,15,Emergency Crew Dispatch,25,112,0.92,0,0.87,0.51
